rock_name,long,lat,SiO2n,TiO2n,Al2O3n,FeO*n,MnOn,MgOn,CaOn,Na2On,K2On,P2O5n
Andesite,-122.5232,43.0484,57.41,0.94,17.7,6.6,0.12,4.4,7.66,3.73,1.24,0.2
Andesite,-122.2419,44.0669,58.13,1.04,17.61,6.9,0.12,3.91,7.55,3.4,1.18,0.15
Dacite tuff,-122.2582,44.0957,66.94,1,15.58,4.88,0.14,1.68,3.52,4,2.04,0.22
Basaltic andesite,-122.0819,43.9691,54.32,1.28,17.43,8.82,0.17,4.52,7.71,3.51,1.46,0.79
Andesite,-122.193,43.9806,60.18,1.34,16.79,7.21,0.14,2.21,5.39,4.3,1.86,0.57
Andesite,-122.2486,43.9864,57.32,1.05,18.67,6.74,0.1,3.11,7.44,3.98,1.31,0.29
Andesite,-122.2411,44.0151,57.15,1.06,19.18,6.54,0.1,3.07,7.7,3.58,1.37,0.25
Andesite,-122.0356,44.0842,62.48,0.76,16.99,5.53,0.1,2.59,5.67,4.01,1.7,0.16
Andesite,-122.1317,44.1475,62.65,0.74,17.17,5.52,0.12,2.28,5.76,4.05,1.56,0.14
Andesite,-122.1317,44.1475,61.24,0.81,17.91,5.62,0.1,2.65,6.31,3.87,1.33,0.16
Andesite,-122.1317,44.1475,60.44,0.86,17.74,6.11,0.1,2.92,6.17,3.97,1.53,0.16
Basaltic andesite dike,-122.0911,44.0784,53.71,1,17.98,7.72,0.13,6.72,8.42,3.44,0.72,0.16
Andesite,-122.1631,44.113,62.2,0.85,17.27,5.77,0.09,2.57,5.46,3.74,1.88,0.14
Andesite,-122.0435,44.8035,57.19,1.7,14.73,9.35,0.17,2.61,8.94,3.53,1.41,0.37
Dacite,-122.341,44.792,68.16,0.49,15.43,4.84,0.18,0.56,2.65,5.43,2.12,0.14
Diorite sill,-122.2446,44.7977,56.06,0.92,18.5,6.07,0.1,4.13,10.04,3.11,0.93,0.14
Diorite sill,-122.2285,44.7977,55.4,1.09,18.07,7.33,0.13,4.92,8.84,2.92,1.01,0.28
Andesite sill,-122.2367,44.8092,57.61,1.08,16.69,6.86,0.13,4.65,8.11,3.64,1.02,0.2
Andesite sill,-122.2617,44.8668,59.85,0.84,17.55,6.04,0.1,3.52,6.96,3.41,1.57,0.15
Dacite dike,-122.2932,44.8207,70.28,0.44,15.37,2.88,0.06,1.46,2.98,3.16,3.26,0.1
Basaltic andesite,-122.2932,44.8207,56.52,1.03,17.92,7.12,0.12,4.91,8.16,3.14,0.86,0.22
Diorite sill,-122.1566,44.838,59.5,1.31,20.54,8.11,0.09,2.23,3.85,1.96,2.36,0.05
Dacite,-122.1566,44.838,67.52,0.46,16.57,3.4,0.08,2,4.97,3.67,1.26,0.08
Basaltic andesite,-122.1483,44.8207,56.92,0.88,19.13,6.05,0.11,4.1,7.74,4.22,0.7,0.15
Diorite sill,-122.196,44.7747,55.5,1.09,18.48,7.42,0.14,4.43,8.66,3.35,0.6,0.32
Granodiorite stock,-122.3336,44.8323,72.49,0.58,16.79,1.72,0.01,1.79,2.6,2.95,0.99,0.09
Granodiorite dike,-122.3329,44.7862,65.16,0.62,16.71,3.92,0.09,2.48,4.62,3.11,3.15,0.14
Andesite,-122.4261,45.0567,58.49,0.93,17.87,6.7,0.12,3.72,6.87,3.99,1.16,0.15
Rhyolite,-122.3368,45.0279,72.89,0.36,15.68,2.33,0.05,1.02,2.52,1.75,3.32,0.08
Basaltic andesite,-122.2881,45.0164,54.82,0.97,17.66,6.83,0.12,6.38,7.86,4.27,0.86,0.24
Andesite,-122.3287,45.0279,59.54,0.8,18.71,5.71,0.1,3.54,6.33,3.89,1.2,0.18
Rhyolite,-122.1109,45.0509,73.69,0.44,13.9,2.67,0.07,0.42,3.03,2.59,3.14,0.05
Andesite,-122.1111,45.0682,61.63,0.82,17.79,5.68,0.1,2.92,5.6,3.96,1.34,0.15
Dacite dike,-122.1273,45.0682,66.67,0.65,16.64,3.72,0.07,0.9,4.19,4.73,2.26,0.16
Diorite sill,-122.062,45.0106,53.87,0.87,20.71,6.74,0.12,3.77,9.38,3.85,0.57,0.11
Basaltic andesite,-122.0937,44.9646,56.88,1,18.52,6.63,0.13,3.93,8.42,3.64,0.69,0.17
Basaltic andesite,-122.1498,44.9301,55.46,0.85,19.06,6.81,0.14,5.29,7.89,3.51,0.83,0.15
Andesite,-122.2306,44.9473,61.23,0.84,17.88,5.52,0.1,2.58,6.5,3.56,1.65,0.13
Andesite dike,-122.2306,44.9473,60.36,0.79,18.59,5.51,0.11,2.93,7.12,3.41,1.03,0.13
Andesite,-122.1993,45.0164,59.51,0.87,18.65,6.21,0.07,3.21,7.53,2.96,0.83,0.16
Rhyolite dike,-122.1923,45.0912,75.61,0.12,13.73,1.5,0.02,0.74,1.14,4.38,2.73,0.03
Andesite,-122.4151,44.8898,60.02,0.87,18.76,6.37,0.11,3.07,5.88,3.32,1.46,0.13
Dacite tuff,-122.4946,44.8323,66.33,0.69,16.54,8.68,0.05,3,2.45,1.12,1.02,0.12
Andesite,-122.3222,44.1245,59.29,1.02,17.25,6.57,0.13,3.44,7.32,3.64,1.07,0.27
Basaltic andesite dike,-122.3457,44.1014,54.81,0.97,18.19,6.96,0.13,5.47,9.15,3.26,0.88,0.18
Andesite dike,-122.2898,44.0842,62.18,0.75,17.88,5.38,0.1,3.27,5.38,3.59,1.25,0.21
Andesite dike,-122.3607,44.0497,57.64,1.8,16.05,9.42,0.17,3.44,6.11,3.82,1.23,0.32
Andesite,-122.533,44.3316,57.15,1.76,16.02,9.64,0.24,2.9,7.07,3.68,1.15,0.39
Basalt,-122.589,44.3374,51.87,1.54,20.46,8.56,0.11,3.73,10.13,2.73,0.57,0.28
Basaltic andesite,-122.5332,44.3431,55.02,1.9,15.95,9.64,0.19,4.2,7.97,3.55,1.03,0.55
Dacite,-122.6199,44.2913,64.23,0.75,16.11,7.49,0.2,0.62,4.88,4.39,0.99,0.33
Andesite,-122.4436,44.2396,58.81,1.14,17.51,6.55,0.11,3.17,7.35,3.37,1.75,0.24
Gabbro sill,-122.5931,44.1532,52.08,1.33,20.53,7.7,0.13,3.54,10.8,3.18,0.5,0.21
Andesite sill,-122.5132,44.136,59.06,1.03,17.6,6.47,0.12,3.15,7.46,3.43,1.48,0.2
Rhyolite,-122.5132,44.136,77.37,0.26,12.64,1.36,0.03,0.31,1.44,2.78,3.79,0.03
Granite,-122.4417,44.136,72.43,0.49,14.38,2.67,0.03,0.62,1.35,4.05,3.91,0.07
Andesite,-122.3603,44.0266,59.11,0.74,18.97,5.74,0.11,3.57,7.33,3.46,0.79,0.17
Basaltic andesite,-122.3843,44.0382,56.15,0.98,17.93,7.01,0.15,4.93,8.76,3.21,0.7,0.18
Andesite,-122.2963,43.9921,61.5,0.87,16.7,5.79,0.1,3.19,6.02,4.03,1.64,0.16
Andesite,-122.2884,43.9921,61.33,1.35,16.71,6.58,0.12,1.81,5.03,4.92,1.79,0.37
Andesite,-122.2155,43.8885,61.97,0.63,18.11,5.14,0.1,2.47,6.38,3.88,1.2,0.12
Andesite,-122.2155,43.8885,57.03,0.93,18.61,6.42,0.1,4.56,7.92,3.53,0.77,0.13
Basaltic andesite,-122.2155,43.8885,56.13,0.91,17.14,6.96,0.12,6.34,8.3,3.37,0.6,0.12
Basaltic andesite,-122.2246,43.9691,56.95,1.26,17.55,7.6,0.16,3.49,6.73,4.3,1.39,0.57
Andesite,-122.2324,43.9633,61.17,0.82,18.16,5.68,0.1,2.3,6.13,4.21,1.21,0.22
Andesite,-122.1846,43.9461,59.44,0.83,19.06,5.73,0.12,2.87,7.02,3.87,0.84,0.22
Andesite,-122.1768,43.9518,57.66,1.11,17.71,7.11,0.12,4.03,7.08,3.57,1.35,0.24
Basaltic andesite dike,-122.1849,43.9633,53.27,1.14,17.21,8.37,0.16,6.55,8.99,3.17,0.84,0.29
Andesite,-122.1849,43.9633,61.64,1.12,17.27,6.01,0.15,1.81,5.04,4.94,1.75,0.26
Andesite,-122.1849,43.9633,60.8,1.31,16.66,6.96,0.17,2.02,4.94,5.05,1.7,0.39
Andesite,-122.1137,43.9749,58.22,0.98,17.34,6.75,0.13,3.31,6.62,4.48,1.65,0.52
Basaltic andesite,-122.1137,43.9749,53.45,1.27,17.98,8.79,0.17,4.54,7.67,3.87,1.45,0.81
Basaltic andesite,-122.1137,43.9749,53.86,1.3,17.67,8.88,0.19,4.59,7.66,3.76,1.35,0.74
Basaltic andesite,-122.1137,43.9749,54.49,1.21,17.54,8.4,0.14,4.77,7.84,3.73,1.2,0.67
Basaltic andesite,-122.1137,43.9749,52.01,0.97,17.53,7.77,0.14,6.93,10.82,2.95,0.66,0.21
Basalt,-122.1137,43.9749,49.5,1.1,17.28,9.39,0.18,8.82,10.59,2.32,0.59,0.24
Andesite,-122.2357,44.1878,61.72,1.42,15.98,6.54,0.14,2.33,5.44,4.42,1.41,0.58
Andesite,-122.1961,44.1993,60.05,0.79,17.74,6.35,0.11,3.44,6.33,3.58,1.36,0.26
Andesite,-122.2041,44.205,58.97,1,18.36,6.87,0.12,3.2,6.34,3.96,0.99,0.2
Dacite,-122.2041,44.205,65.24,1.25,14.97,6.02,0.14,1.48,4.27,5.03,1.26,0.34
Andesite,-122.2121,44.205,59.31,0.89,18.19,6.4,0.12,3.31,6.33,3.96,1.31,0.17
Andesite,-122.2359,44.205,60.3,0.86,17.62,6.12,0.09,3.12,6,4.02,1.51,0.34
Basalt,-122.0769,44.2165,51.48,1.97,17.52,11.42,0.19,4.17,7.49,4.26,1.01,0.49
Andesite,-122.0769,44.2165,58.23,1,17.68,6.54,0.1,3.78,7.18,3.79,1.31,0.39
Basalt,-122.0848,44.2165,51.54,1.93,17.21,11.09,0.18,4.29,7.76,4.39,1.1,0.49
Dacite dike,-122.2997,44.2108,63.67,1.1,16.37,5.86,0.15,1.81,6.57,3.48,0.72,0.28
Basaltic andesite sill,-122.2997,44.2108,56.79,1.34,18.43,7.92,0.15,3.07,7.33,3.76,0.95,0.24
Andesite  sill,-122.2997,44.2108,58.29,1.4,17.2,8.14,0.15,3.1,7.05,3.13,1.28,0.26
Basaltic andesite  sill,-122.2997,44.2108,56.97,1.4,17.31,8.2,0.15,3.4,7.5,3.91,0.9,0.26
Basalt dike,-122.5212,44.5445,51.08,0.76,24.48,6.2,0.15,2.23,12.96,1.92,0.14,0.06
Basaltic andesite dike,-122.4742,44.6021,52.62,0.86,18.64,7.34,0.15,5.96,10.77,3.16,0.4,0.12
Andesite,-122.474,44.5906,61.74,0.78,17.01,5.34,0.1,3.25,6.27,3.48,1.88,0.14
Andesite,-122.4738,44.5791,61.18,0.86,16.79,5.56,0.11,3.5,6.7,3.39,1.74,0.16
Dacite,-122.4422,44.6021,63.88,0.72,16.46,4.85,0.09,2.65,5.77,3.55,1.9,0.12
Andesite,-122.4344,44.6193,60.6,0.82,16.92,5.87,0.13,3.63,6.79,3.62,1.47,0.16
Andesite sill,-122.3738,44.3546,59.49,1.12,17.01,6.8,0.15,3.32,6.84,3.86,1.16,0.23
Andesite,-122.3648,44.2913,58.82,1,17.46,6.5,0.15,3.67,6.97,3.88,1.32,0.23
Andesite,-122.3489,44.2971,58.84,1.44,16.11,8.6,0.17,2.82,6.3,4.46,0.99,0.26
Basaltic andesite,-122.4457,44.3546,54.54,1.54,17.92,8.68,0.17,3.75,8.88,3.41,0.83,0.28
Andesite,-122.4216,44.3489,59.54,1.3,16.3,7.07,0.13,3.59,6.31,3.72,1.76,0.29
Andesite,-122.4216,44.3489,58.22,1.15,18.05,6.89,0.14,2.86,7.68,3.53,1.25,0.22
Andesite,-122.4288,44.3029,57.85,1.15,17.63,7,0.14,3.17,7.38,3.39,1.99,0.31
Diorite sill,-122.3082,44.2453,54.67,0.92,18.74,7.24,0.18,4.98,9.76,3.03,0.32,0.14
Diorite,-122.3163,44.2511,58.47,1.16,16.98,7.19,0.15,3.73,7.47,3.68,0.91,0.25
Basaltic andesite,-122.2849,44.2798,56.88,1.01,17.14,7.05,0.14,5.09,8.69,3.19,0.61,0.2
Basaltic andesite,-122.4876,44.464,53.58,1.29,18.71,7.89,0.16,4.64,9.83,2.96,0.72,0.23
Rhyolite dike,-122.3506,44.4007,74.43,0.29,14.01,2.09,0.07,0.3,1.56,4.81,2.39,0.04
Basaltic andesite tuff,-122.3356,44.4582,55.33,2.1,15.48,10.3,0.18,3.59,7.74,3.42,1.42,0.44
Basaltic andesite,-122.2316,44.4582,52.02,1.48,16.96,7.49,0.14,5.68,9.39,3.47,2.57,0.8
Basaltic andesite,-122.0871,44.4064,49.28,1.36,17.13,10.24,0.18,8.17,10.04,2.92,0.35,0.33
Andesite,-122.1354,44.4352,59.04,1.04,16.91,6.74,0.13,3.84,6.83,3.73,1.55,0.19
Dacite,-122.049,44.5733,67.46,1.02,14.59,5.1,0.08,0.79,3.06,4.28,3.35,0.26
Rhyolite,-122.033,44.5791,72.91,0.4,14.84,1.78,0.04,0.2,1.37,5.15,3.25,0.06
Andesite,-122.0177,44.6424,60.31,0.82,17.73,5.78,0.12,3.27,6.72,4.05,1.05,0.15
Andesite,-122.0419,44.6596,60.08,0.81,17.83,5.85,0.1,3.44,6.81,3.88,1.04,0.15
Dacite,-122.1535,44.6021,63.19,0.68,16.66,4.58,0.07,3,5.93,3.85,1.87,0.17
Dacite,-122.1374,44.5906,66.63,0.84,15.35,4.64,0.1,1.4,3.68,4.32,2.84,0.19
Andesite,-122.3785,44.6308,58.27,0.96,17.2,6.72,0.13,4.19,7.72,3.34,1.26,0.2
Basaltic andesite,-122.4512,44.6596,54.23,0.98,19.22,7.85,0.32,4.45,8.76,2.96,1.02,0.21
Basaltic andesite,-122.4432,44.6596,54.45,0.96,19.26,7.09,0.12,4.88,9.15,2.99,0.93,0.16
Dacite,-122.435,44.6481,63.25,0.68,15.92,4.88,0.08,3.9,5.85,3.37,1.96,0.11
Andesite,-122.4268,44.6424,61.39,0.8,16.69,5.28,0.09,3.66,6.69,3.37,1.86,0.16
Andesite,-122.4427,44.6308,60.57,1,17.21,6.19,0.14,2.63,6.07,4.33,1.55,0.3
Dacite,-122.3306,44.6424,65.72,0.93,15.13,6.2,0.11,1.4,3.98,3.88,2.49,0.16
Andesite,-122.3306,44.6424,61.82,1.29,16.09,7.66,0.14,2.26,5.24,3.93,1.34,0.23
Andesite,-122.3306,44.6424,62.87,1.18,15.15,7.32,0.18,2.33,5.77,3.71,1.3,0.2
Andesite,-122.3465,44.6366,57.06,1.46,17.28,8.1,0.14,3.56,7.59,3.57,0.94,0.29
Andesite dike,-122.2983,44.6308,60.98,0.87,15.92,5.52,0.09,2.5,8.87,2.85,2.25,0.16
Granodiorite dike,-122.3054,44.5733,60.74,0.95,16.78,6.02,0.1,3.65,5.71,3.77,2.12,0.17
Andesite,-122.1933,44.5791,57.19,1.32,17.73,7.79,0.14,2.93,7.01,4.21,1.46,0.23
Andesite,-122.3557,44.7057,58.79,1.53,17.02,8.19,0.19,2.56,6.19,4.17,1.1,0.24
Basaltic andesite,-122.3396,44.7057,54.78,0.96,17.87,6.74,0.12,5.64,9.13,3.33,1.19,0.23
Basaltic andesite,-122.3474,44.6884,56.38,1.69,17.01,9.06,0.2,3.21,7.45,3.55,1.18,0.27
Andesite,-122.3474,44.6884,57.21,1.13,17.41,7.01,0.16,4.26,7.7,3.72,1.18,0.22
Andesite,-122.0268,44.7459,59.4,0.93,17.11,6.34,0.12,3.88,7.08,3.45,1.51,0.18
Andesite,-122.1078,44.792,59.21,0.78,18.83,5.54,0.09,3.61,6.94,4.11,0.73,0.15
Andesite,-121.9887,44.9473,62.88,0.8,17.36,5.3,0.1,2.41,5.43,4.03,1.53,0.14
Andesite,-122.0132,44.9819,60.73,0.76,18.08,5.16,0.06,3.44,6.87,3.89,0.85,0.17
Diorite intrusion,-121.9653,45.0337,58.7,0.84,18.41,6.22,0.1,3.69,6.96,3.93,0.98,0.16
,,,62.83,0.9,17.07,5.42,0.08,2.35,4.86,4.12,2.09,0.28
Granodiorite,-121.7625,46.7817,63.56,0.58,15.95,4.57,0.08,2.13,6.52,4.23,2.26,0.12
Granodiorite,-121.778,46.7926,65.43,0.7,15.75,4.7,0.09,2.57,4.52,3.8,2.3,0.15
Granodiorite,-121.7818,46.7861,66.68,0.59,15.95,3.99,0.07,2.09,3.99,4.03,2.48,0.14
Granodiorite,,,67.6,0.6,15.24,3.5,0.06,2.3,4.28,3.86,2.45,0.11
Granodiorite,-121.7269,46.7822,66.38,0.68,15.29,3.89,0.06,2.58,4.27,3.85,2.89,0.11
,,,66.42,0.5,16.68,3.77,0.07,1.62,4.55,3.94,2.12,0.32
,,,66.19,0.49,16.62,3.8,0.08,1.91,4.74,3.93,2.01,0.22
Granite,-121.7071,46.7884,55.09,0.86,18.22,7.14,0.16,4.35,7.92,3.94,2.13,0.17
Granodiorite,,,67.45,0.56,15.49,3.97,0.03,2.11,3.94,4.27,2.06,0.13
Granodiorite,,,66.73,0.52,16.03,4.06,0.08,1.92,4.54,4.09,1.91,0.12
Granodiorite,-121.583,46.9194,68.2,0.35,15.59,4.17,0.08,1.42,3.11,4.24,2.7,0.13
Granodiorite,-121.6359,46.9197,68.35,0.47,15.56,3.67,0.06,1.76,4.17,3.87,1.96,0.13
Granodiorite,-121.6034,46.8998,65.33,0.47,16.15,3.76,0.06,1.75,6.03,4.32,2.03,0.11
Granodiorite,-121.5908,46.8921,68.49,0.4,16.3,2.94,0.03,1.52,4.17,4.38,1.65,0.11
Granodiorite,-121.6102,46.8938,67.96,0.5,15.96,3.6,0.04,1.76,4.59,3.91,1.55,0.11
Granite,-121.7107,46.7684,68.95,0.47,15.08,3.25,0.05,1.23,3.06,4.04,3.76,0.11
Granite,,,66.5,0.7,15.51,4.18,0.07,2.04,3.54,3.99,3.34,0.14
Granite,-121.6865,46.7706,67.93,0.63,14.9,3.67,0.07,1.86,3.24,4.04,3.54,0.12
Granodiorite,-121.7598,46.7842,65.4,0.6,16.03,4.46,0.08,2.06,4.58,4.11,2.56,0.11
Granodiorite,-121.7786,46.7816,66.74,0.57,15.12,4.28,0.08,2.2,4.37,4.01,2.49,0.13
Granodiorite,-121.7362,46.7699,64.75,0.66,16.33,4.6,0.07,2.43,4.65,3.87,2.49,0.15
Granite,-121.7253,46.7901,66.57,0.75,15.13,4.07,0.08,2,3.76,3.92,3.59,0.13
Granodiorite,-121.7515,46.7908,68.56,0.52,15.38,2.95,0.04,1.94,4.05,3.95,2.53,0.09
Granite,-121.7353,46.7566,67.5,0.51,16.08,3.88,0.03,1.53,3.55,4.1,2.72,0.1
Granodiorite,-121.7325,46.7667,66.74,0.44,15.35,4.3,0.08,1.73,3.83,3.88,3.52,0.14
Granite,-121.7018,46.7563,66.63,0.63,15.35,4.49,0.1,1.87,3.76,4.09,2.92,0.15
Granite,-121.7251,46.7642,66.58,0.49,15.89,3.95,0.06,1.67,4,4.27,2.97,0.12
Granodiorite,-121.7315,46.7918,66.33,0.61,15.2,2.91,0.06,2.16,5.33,4.14,3.1,0.14
Granite,-121.7202,46.7915,67.07,0.7,15.72,3.84,0.06,1.62,3.6,3.92,3.34,0.13
Granite,-121.7249,46.7934,67.83,0.68,14.91,3.32,0.05,1.97,5.51,4.88,0.7,0.15
Granite,-121.7266,46.793,66.32,0.72,15.65,3.08,0.07,2.12,5.28,3.94,2.67,0.15
Granite,-121.7163,46.7818,66.35,0.71,16.45,4.47,0.08,1.68,3.26,3.91,2.9,0.19
Granite,-121.7215,46.7942,67.98,0.64,15.27,4.15,0.03,0.44,3.61,4.28,3.47,0.13
Granite,-121.7438,46.7546,69,0.51,15.39,3.14,0.03,1.77,2.86,3.97,3.21,0.12
Granite,-121.7069,46.7864,62.59,1.03,16.36,5.28,0.07,2.53,5.3,4.19,2.39,0.27
,,,59.06,0.9,17.03,6.12,0.13,4.03,6.31,4.11,2.04,0.26
,,,64.06,0.8,16,4.6,0.08,2.7,4.61,4.06,2.93,0.16
Granodiorite,-121.728,46.7641,66.36,0.69,15.31,4.3,0.09,2.17,3.92,4.19,2.84,0.13
Granodiorite,-121.7255,46.7957,67.93,0.55,15.65,3.66,0.03,1.68,3.8,3.63,2.93,0.13
,,,71.89,0.4,14.08,3.51,0.08,0.74,1.94,4.51,2.74,0.1
,,,68.34,0.45,15.53,3.92,0.08,1.24,2.87,4.48,3,0.11
Granite,-121.7049,46.7537,66.04,0.7,15.3,3.7,0.09,1.86,4.07,4.35,3.76,0.13
Granite,-121.7257,46.7623,68.11,0.64,14.02,3.92,0.07,1.88,3.6,4.15,3.45,0.15
Granite,-121.7106,46.7588,68.04,0.47,15.79,3.84,0.1,1.34,3.38,3.97,2.98,0.1
Granite,-121.7162,46.7668,68.18,0.57,14.81,3.51,0.07,1.84,3.39,4.05,3.39,0.18
Granite,-121.7254,46.7657,68.15,0.5,15.26,3.36,0.06,1.93,3.41,3.87,3.35,0.11
Granite,-121.706,46.7519,66.89,0.74,15.14,3.37,0.04,1.92,4.8,3.93,3.04,0.14
Granodiorite,-121.7103,46.7577,62.48,0.8,16.95,4.73,0.09,2.42,5.1,4.66,2.59,0.18
Granite,-121.7123,46.7633,66.66,0.66,15.03,4.11,0.09,1.97,3.67,4.18,3.51,0.13
Granite,-121.7372,46.7564,69.42,0.62,15.02,2.8,0.03,1.83,3.04,3.96,3.14,0.13
Granodiorite,-121.587,46.9177,66.76,0.6,15.48,3.95,0.05,1.94,3.7,4.24,3.12,0.14
Granite,-121.7293,46.7627,66.76,0.6,15.48,3.95,0.05,1.94,3.7,4.24,3.12,0.14
Granite,-121.7347,46.7557,69.21,0.53,15.22,3.17,0.03,1.46,3.15,3.75,3.37,0.1
Granodiorite,-121.7259,46.7675,66.33,0.75,15.29,4.09,0.09,2.14,3.73,3.88,3.54,0.15
Granite,-121.6907,46.7713,67.42,0.49,15.7,3.56,0.06,1.36,3.6,4.34,3.36,0.12
Granite,-121.6889,46.7736,67.13,0.54,15.81,3.83,0.09,1.44,3.58,4.14,3.34,0.11
,,,67.74,0.63,15.06,3.69,0.08,1.83,3.4,4.09,3.35,0.13
Granite,-121.6936,46.7729,70.79,0.48,14.02,2.89,0.04,1.26,2.58,3.76,4.1,0.08
Granite,-121.7033,46.7681,68.75,0.56,14.62,3.17,0.05,1.56,3.56,4.22,3.38,0.12
,,,72.08,0.28,15.65,2.8,0.06,0.7,2.49,2.52,3.38,0.04
Andesite tuff,-121.5956,46.9449,60.21,0.79,16.56,6.53,0.12,3.9,7.04,3.47,1.2,0.18
Dacite tuff,-121.6036,46.9399,67.73,0.59,16.35,3.67,0.05,1.36,4.05,3.91,2.18,0.11
Andesite,-121.6705,46.9272,62.05,0.93,16.09,6.76,0.1,2.73,6.11,3.49,1.53,0.21
,,,68.87,0.58,15.29,3.67,0.05,1.33,3.09,4.34,2.66,0.11
,,,52.12,1.39,19.66,9.07,0.17,3.08,10.98,3.14,0.2,0.19
Andesite,-121.6082,46.94,64.31,0.6,16.63,5.01,0.08,2.67,3.87,4.62,2.02,0.19
Dacite tuff,-121.5943,46.9439,71.79,0.44,14.14,3.26,0.04,0.77,1.82,4.09,3.58,0.09
Granodiorite,-121.5984,46.9398,70.38,0.44,15.09,3.56,0.04,0.95,1.61,4.76,3.06,0.11
Dacite,,,65.98,0.64,16.04,4.46,0.06,2.31,4.56,3.26,2.54,0.15
Dacite,,,72.48,0.23,14.94,3.11,0.05,1.02,2.83,2.77,2.46,0.11
Quartz monzonite,-122.4472,44.1278,73.24,0.42,14.48,2.24,0.01,0.59,1.43,3.47,4.08,0.04
Basaltic andesite,-122.4944,44.8292,56.52,1.34,18.46,8.06,0.03,3.71,7.12,3.61,0.85,0.3
Basaltic andesite,-122.4944,44.8292,56.71,1.33,17.64,8.2,0.12,3.9,7.49,3.49,0.83,0.29
Quartz monzonite,-122.45,44.1222,72.84,0.42,14.65,2.4,0.02,0.49,1.54,3.07,4.51,0.06
Granodiorite,-122.2389,45.7,65.58,0.75,15.93,4.86,0.06,1.94,4.09,3.98,2.66,0.15
Granodiorite,-122.2375,45.6917,61.96,0.96,17.17,5.47,0.08,3.15,5.38,3.86,1.83,0.13
Basaltic andesite,-122.75,44.6833,56.41,2.07,13.62,11.44,0.2,3.59,7.33,3.18,1.79,0.37
Dacite tuff,-122.7667,43.2333,68.27,0.88,14.56,4.54,0.13,1.37,3.99,4.37,1.69,0.21
Dacite tuff,-121.0869,46.7969,67.48,1.22,13.8,8.85,0.1,1.92,3.55,1.12,1.73,0.23
Dacite tuff,-121.1458,46.7117,69.92,0.68,16.56,2.88,0.03,1.04,3.36,2.81,2.55,0.16
Dacite tuff,-121.1986,46.9617,63.71,0.7,16.79,10.35,0.18,0.93,3.6,1.89,1.7,0.14
Andesite tuff,-121.1986,46.9617,62.1,1.52,19.3,8.69,0.25,1.08,4.86,1.47,0.64,0.08
Rhyolite tuff,-121.1981,46.9403,73.09,0.29,14.73,2.39,0.06,0.56,3.56,2.81,2.45,0.07
Andesite tuff,-121.2886,46.9892,57.93,1.48,17.39,9.82,0.09,3.92,6.66,1.87,0.66,0.18
Basaltic andesite,-122.8547,46.0347,54.18,1.44,17.89,8.29,0.12,4.6,9.42,3.22,0.57,0.27
Basalt,-122.8764,46.1072,47.95,3.05,13.82,12.12,0.22,7.02,12.64,1.49,0.85,0.85
Andesite tuff,-121.5992,46.5236,61.85,1.42,16.34,8.89,0.19,1.99,4.15,3.78,1.12,0.27
Dacite tuff,-121.5931,46.5186,66.48,1.32,15.96,7.34,0.13,1.23,3.57,2.6,1.1,0.28
Dacite tuff,-121.8925,46.9403,66.97,0.84,16.43,3.78,0.11,1.21,3.67,3.44,3.38,0.17
Rhyolite tuff,-121.2653,46.7742,76.09,0.2,12.99,1.94,0.07,0.3,1.37,3.58,3.4,0.06
Dacite tuff,-121.2597,47.0797,68.44,0.86,15.29,6.24,0.15,2.05,5.12,0.68,0.96,0.21
Dacite tuff,-121.1339,46.6839,64.78,0.84,15.99,5.62,0.13,1.53,4.94,3.3,2.59,0.28
Basalt,-122.5269,46.1131,49.8,1.72,15.98,10.7,0.18,6.76,11.78,2.54,0.34,0.19
Basalt,-122.4736,46.1486,48.44,1.89,16.36,11.16,0.18,7.22,11.88,2.43,0.24,0.22
Basalt,-122.5222,46.1278,49.76,1.9,14.7,12.03,0.22,6.64,11.51,2.69,0.32,0.23
Basalt,-122.525,46.1417,48.27,2.43,15.75,13.07,0.21,5.73,11.05,2.77,0.42,0.3
Basalt,-122.5528,46.1389,49.11,1.7,17.8,10.22,0.18,5.62,12.28,2.62,0.27,0.19
Basalt,-122.5681,46.1403,47.63,0.7,13.55,9.47,0.17,16.68,10.15,1.41,0.16,0.08
Basaltic andesite,-122.575,46.1403,52.12,1.44,17.14,9.01,0.15,6.55,9.46,3.28,0.51,0.34
Basalt,-122.5611,46.1833,48.71,1.4,18,9.59,0.18,6.91,12.51,2.28,0.27,0.17
Basalt,-122.5278,46.1972,48.56,2.74,15.37,13.64,0.22,5.32,10.45,2.92,0.46,0.34
Basalt,-122.5375,46.2167,50.92,1.52,16.6,9.65,0.15,8.1,9.32,3.01,0.47,0.26
Basalt,-122.5819,46.2222,45.43,1.57,14.97,10.13,0.19,9.94,13.01,3.3,0.76,0.7
Basalt,-122.5306,46.2306,48.43,1.6,15.87,11.01,0.2,7.99,12.24,2.21,0.29,0.18
Basaltic andesite,-122.5625,46.2486,52.31,1.64,16.78,9.45,0.18,6.21,9.56,3.19,0.32,0.37
Basalt,-122.5667,46.2375,50.5,1.53,16.53,9.79,0.15,8.29,9.57,2.95,0.44,0.25
Basaltic andesite,-122.6111,46.4111,55.29,1.19,16.35,7.97,0.15,6.16,8.17,3.23,1.19,0.3
